year_month,estimate,month_of_release,passenger_type,direction,sex,age,standard_error,status
2018-05,-16,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2018-05,-6,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2018-05,-11,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2018-05,-5,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2018-05,-4,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2018-05,-7,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2018-05,-7,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2018-05,1,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2018-05,-3,2020-09,Long-term migrant,Net,Female,90+ years,0,Final
2018-05,631,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2018-05,349,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2018-05,493,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2018-05,1324,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2018-05,1865,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2018-05,1285,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2018-05,846,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2018-05,602,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2018-05,391,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2018-05,477,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2018-05,270,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2018-05,280,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2018-05,250,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2018-05,145,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2018-05,74,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2018-05,39,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2018-05,21,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2018-05,7,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2018-05,529,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2018-05,178,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2018-05,317,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2018-05,1199,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2018-05,1811,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2018-05,980,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2018-05,546,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2018-05,358,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2018-05,319,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2018-05,273,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2018-05,301,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2018-05,267,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2018-05,186,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2018-05,181,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2018-05,96,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2018-05,55,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2018-05,32,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2018-05,13,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2018-05,102,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2018-05,171,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2018-05,176,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2018-05,125,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2018-05,54,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2018-05,305,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2018-05,300,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2018-05,244,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2018-05,72,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2018-05,204,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2018-05,-31,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2018-05,13,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2018-05,64,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2018-05,-36,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2018-05,-22,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2018-05,-16,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2018-05,-11,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2018-05,-6,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2018-05,2,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2018-05,5,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2018-05,-3,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2018-05,4547,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2018-05,4804,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2018-05,3725,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2018-05,3921,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2018-05,822,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2018-05,883,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2018-05,9351,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2018-05,7646,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2018-05,1705,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2018-06,319,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2018-06,342,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2018-06,218,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2018-06,241,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2018-06,280,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2018-06,327,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2018-06,691,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2018-06,625,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2018-06,944,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2018-06,805,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2018-06,635,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2018-06,704,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2018-06,381,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2018-06,513,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2018-06,261,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2018-06,354,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2018-06,161,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2018-06,217,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2018-06,269,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2018-06,300,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2018-06,138,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2018-06,133,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2018-06,126,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2018-06,109,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2018-06,114,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2018-06,89,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2018-06,64,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2018-06,83,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2018-06,26,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2018-06,40,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2018-06,13,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2018-06,23,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2018-06,10,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2018-06,11,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2018-06,3,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2018-06,1,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2018-06,1,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2018-06,232,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2018-06,270,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2018-06,97,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2018-06,110,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2018-06,187,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2018-06,210,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2018-06,663,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2018-06,724,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2018-06,764,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2018-06,890,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2018-06,447,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2018-06,482,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2018-06,238,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2018-06,279,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2018-06,153,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2018-06,204,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2018-06,137,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2018-06,162,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2018-06,153,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2018-06,197,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2018-06,132,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2018-06,142,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2018-06,132,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2018-06,98,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2018-06,85,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2018-06,82,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2018-06,76,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2018-06,60,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2018-06,32,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2018-06,27,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2018-06,22,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2018-06,13,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2018-06,11,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2018-06,14,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2018-06,10,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2018-06,5,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2018-06,1,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2018-06,2,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2018-06,87,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2018-06,72,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2018-06,121,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2018-06,131,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2018-06,93,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2018-06,117,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2018-06,28,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2018-06,-99,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2018-06,180,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2018-06,-85,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2018-06,188,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2018-06,222,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2018-06,143,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2018-06,234,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2018-06,108,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2018-06,150,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2018-06,24,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2018-06,55,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2018-06,116,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2018-06,103,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2018-06,6,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2018-06,-9,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2018-06,-6,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2018-06,11,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2018-06,29,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2018-06,7,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2018-06,-12,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2018-06,23,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2018-06,-6,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2018-06,13,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2018-06,-9,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2018-06,10,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2018-06,-1,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2018-06,-3,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2018-06,-7,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2018-06,-5,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2018-06,-1,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2018-06,661,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2018-06,459,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2018-06,607,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2018-06,1316,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2018-06,1749,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2018-06,1339,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2018-06,894,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2018-06,615,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2018-06,378,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2018-06,569,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2018-06,271,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2018-06,235,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2018-06,203,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2018-06,147,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2018-06,66,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2018-06,36,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2018-06,21,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2018-06,3,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2018-06,502,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2018-06,207,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2018-06,397,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2018-06,1387,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2018-06,1654,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2018-06,929,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2018-06,517,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2018-06,357,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2018-06,299,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2018-06,350,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2018-06,274,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2018-06,230,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2018-06,167,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2018-06,136,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2018-06,59,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2018-06,35,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2018-06,25,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2018-06,15,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2018-06,159,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2018-06,252,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2018-06,210,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2018-06,-71,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2018-06,95,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2018-06,410,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2018-06,377,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2018-06,258,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2018-06,79,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2018-06,219,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2018-06,-3,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2018-06,5,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2018-06,36,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2018-06,11,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2018-06,7,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2018-06,1,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2018-06,-4,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2018-06,-12,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2018-06,2,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2018-06,3,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2018-06,-1,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2018-06,4654,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2018-06,4917,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2018-06,3572,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2018-06,3971,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2018-06,1082,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2018-06,946,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2018-06,9571,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2018-06,7543,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2018-06,2028,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2018-07,317,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2018-07,380,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2018-07,346,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2018-07,421,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2018-07,693,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2018-07,720,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2018-07,1003,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2018-07,1068,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2018-07,1094,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2018-07,1106,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2018-07,704,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2018-07,819,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2018-07,509,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2018-07,572,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2018-07,371,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2018-07,420,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2018-07,234,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2018-07,313,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2018-07,369,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
